SR. NO.,ACC_X,ACC_Y,ACC_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,TEMP C lm35,TEMP F lm 35,galvanic skin response,Heartrate,bpm/SpO2
26,-0.03,-0.05,0.89,-18.70,-1.15,-2.28,13.78,56.80,509,0.00,0.00
27,-0.04,-0.04,0.88,-18.34,-1.11,-2.17,11.84,53.32,510,0.00,0.00
28,-0.03,-0.04,0.89,-18.46,-1.01,-2.23,14.18,57.52,513,0.00,0.00
29,-0.02,-0.04,0.88,-18.46,-1.05,-2.09,11.60,52.88,511,0.00,0.00
30,-0.03,-0.05,0.88,-18.46,-1.09,-2.24,13.05,55.49,511,0.00,0.00
31,-0.03,-0.05,0.89,-18.46,-1.11,-2.43,12.97,55.35,509,0.00,0.00
32,-0.03,-0.05,0.88,-18.58,-1.19,-2.23,14.10,57.38,513,0.00,0.00
33,-0.03,-0.04,0.88,-18.70,-1.12,-2.21,11.68,53.03,509,0.00,0.00
34,-0.03,-0.05,0.89,-18.58,-1.08,-2.48,12.89,55.20,513,0.00,0.00
35,-0.03,-0.05,0.89,-18.70,-1.08,-2.05,13.45,56.22,503,0.00,0.00
36,-0.02,-0.04,0.89,-18.46,-1.11,-2.13,10.15,50.27,508,0.00,0.00
37,-0.03,-0.04,0.89,-18.34,-1.01,-2.35,13.78,56.80,511,0.00,0.00
38,-0.03,-0.05,0.89,-18.58,-0.78,-2.39,11.60,52.88,509,0.00,0.00
39,-0.03,-0.04,0.89,-18.70,-0.84,-2.27,11.60,52.88,507,0.00,0.00
40,-0.03,-0.04,0.90,-18.82,-0.96,-2.11,13.37,56.07,511,0.00,0.00
41,-0.03,-0.04,0.89,-18.34,-1.05,-2.29,12.73,54.91,514,0.00,0.00
42,-0.03,-0.05,0.88,-18.34,-1.03,-2.31,11.60,52.88,512,0.00,0.00
43,-0.03,-0.05,0.88,-18.46,-0.92,-2.19,10.72,51.29,514,0.00,0.00
44,-0.02,-0.04,0.89,-18.46,-0.89,-2.25,14.42,57.96,513,0.00,0.00
45,-0.03,-0.05,0.89,-18.58,-0.86,-2.31,10.80,51.43,507,0.00,0.00
46,-0.03,-0.04,0.89,-18.46,-0.97,-2.05,12.08,53.75,511,0.00,0.00
47,-0.03,-0.05,0.89,-18.58,-0.92,-2.14,13.94,57.09,509,0.00,0.00
48,-0.03,-0.05,0.90,-18.46,-0.89,-2.18,15.23,59.41,514,0.00,0.00
49,-0.03,-0.04,0.89,-18.46,-1.05,-2.19,11.60,52.88,507,0.00,0.00
0,-0.03,-0.04,0.89,-18.34,-0.95,-2.06,12.33,54.19,508,0.00,0.00
1,-0.03,-0.05,0.89,-18.34,-0.99,-2.36,14.42,57.96,511,0.00,0.00
2,-0.03,-0.04,0.88,-18.46,-0.79,-2.09,13.78,56.80,513,0.00,0.00
3,-0.03,-0.04,0.90,-18.34,-0.85,-2.13,12.57,54.62,510,0.00,0.00
4,-0.03,-0.04,0.88,-18.46,-1.06,-2.18,13.70,56.65,514,0.00,0.00
5,-0.02,-0.04,0.89,-18.46,-0.95,-2.15,15.15,59.26,510,0.00,0.00
6,-0.03,-0.04,0.89,-18.58,-1.03,-2.21,11.92,53.46,508,0.00,0.00
7,-0.03,-0.04,0.88,-18.70,-1.10,-2.15,14.26,57.67,512,0.00,0.00
8,-0.02,-0.04,0.89,-18.21,-1.02,-2.43,11.92,53.46,510,0.00,0.00
9,-0.03,-0.05,0.89,-18.34,-1.08,-2.12,13.29,55.93,508,0.00,0.00
10,-0.03,-0.04,0.90,-18.58,-0.84,-2.24,14.34,57.81,509,0.00,0.00
11,-0.03,-0.04,0.88,-18.70,-0.94,-2.29,11.60,52.88,509,0.00,0.00
12,-0.03,-0.04,0.89,-18.21,-1.08,-2.27,11.84,53.32,508,0.00,0.00
13,-0.03,-0.04,0.89,-18.58,-0.82,-2.18,12.33,54.19,512,0.00,0.00
14,-0.03,-0.04,0.89,-18.46,-0.92,-2.18,13.62,56.51,513,0.00,0.00
15,-0.03,-0.04,0.89,-18.21,-1.03,-2.24,11.84,53.32,513,0.00,0.00
16,-0.03,-0.04,0.89,-18.34,-1.07,-2.22,12.49,54.48,508,0.00,0.00
17,-0.03,-0.04,0.89,-18.70,-1.06,-2.12,12.49,54.48,507,0.00,0.00
18,-0.03,-0.04,0.89,-18.58,-0.80,-2.21,11.52,52.74,513,0.00,0.00
19,-0.03,-0.04,0.89,-18.58,-0.80,-2.11,11.92,53.46,515,0.00,0.00
20,-0.02,-0.05,0.89,-18.70,-1.11,-2.14,12.00,53.61,509,0.00,0.00
21,-0.03,-0.05,0.89,-18.46,-0.96,-2.11,10.88,51.58,509,0.00,0.00
22,-0.03,-0.04,0.88,-18.46,-0.94,-2.08,14.18,57.52,508,0.00,0.00
23,-0.03,-0.05,0.89,-18.46,-1.21,-2.21,13.86,56.94,508,0.00,0.00
24,-0.03,-0.05,0.89,-18.58,-1.03,-2.49,12.17,53.90,511,0.00,0.00
25,-0.03,-0.05,0.88,-18.46,-1.04,-2.24,13.78,56.80,510,0.00,0.00
26,-0.03,-0.04,0.89,-18.46,-0.92,-2.18,12.00,53.61,510,0.00,0.00
27,-0.03,-0.04,0.89,-18.34,-0.95,-2.18,14.58,58.25,509,0.00,0.00
28,-0.02,-0.04,0.89,-18.82,-0.76,-1.97,12.65,54.77,511,0.00,0.00
29,-0.03,-0.05,0.88,-18.34,-0.85,-2.18,12.41,54.33,509,0.00,0.00
30,-0.03,-0.04,0.89,-18.34,-1.01,-2.11,13.94,57.09,507,0.00,0.00
31,-0.03,-0.04,0.88,-18.46,-1.09,-2.15,12.65,54.77,508,0.00,0.00
32,-0.03,-0.04,0.89,-18.46,-0.92,-2.21,14.18,57.52,512,0.00,0.00
33,-0.04,-0.05,0.88,-18.34,-1.02,-2.17,13.37,56.07,512,0.00,0.00
34,-0.03,-0.05,0.89,-18.21,-0.88,-2.15,12.41,54.33,508,0.00,0.00
35,-0.03,-0.05,0.89,-18.58,-1.25,-2.28,12.97,55.35,512,0.00,0.00
36,-0.02,-0.05,0.88,-18.46,-0.98,-2.24,13.13,55.64,513,0.00,0.00
37,-0.03,-0.04,0.88,-18.34,-1.00,-2.50,12.41,54.33,511,0.00,0.00
38,-0.03,-0.04,0.88,-18.58,-1.11,-2.14,12.89,55.20,513,0.00,0.00
39,-0.02,-0.05,0.88,-18.70,-0.92,-2.10,13.94,57.09,512,0.00,0.00
40,-0.03,-0.04,0.90,-18.70,-1.17,-2.30,12.00,53.61,508,0.00,0.00
41,-0.03,-0.05,0.89,-18.34,-0.96,-2.18,13.29,55.93,509,0.00,0.00
42,-0.03,-0.05,0.89,-18.58,-1.00,-2.14,11.60,52.88,510,0.00,0.00
43,-0.03,-0.05,0.89,-18.58,-0.92,-2.15,13.62,56.51,510,0.00,0.00
44,-0.03,-0.04,0.88,-18.46,-0.81,-2.15,11.60,52.88,511,0.00,0.00
45,-0.03,-0.04,0.89,-18.46,-1.13,-2.21,14.18,57.52,512,0.00,0.00
46,-0.03,-0.04,0.89,-18.58,-1.11,-2.15,11.60,52.88,506,0.00,0.00
47,-0.03,-0.04,0.89,-18.46,-1.05,-2.27,11.84,53.32,512,0.00,0.00
48,-0.03,-0.05,0.89,-18.34,-1.11,-2.35,13.94,57.09,513,0.00,0.00
49,-0.03,-0.04,0.88,-18.46,-0.99,-2.31,15.47,59.84,510,0.00,0.00
0,-0.03,-0.04,0.90,-18.21,-0.92,-2.22,14.26,57.67,514,0.00,0.00
1,-0.03,-0.05,0.89,-18.46,-1.04,-2.18,11.76,53.17,508,0.00,0.00
2,-0.03,-0.04,0.88,-18.58,-0.92,-2.34,11.68,53.03,508,0.00,0.00
3,-0.02,-0.05,0.89,-18.58,-0.69,-2.21,8.30,46.94,510,0.00,0.00
4,-0.03,-0.04,0.88,-18.58,-0.90,-2.34,11.36,52.45,513,0.00,0.00
5,-0.03,-0.05,0.89,-18.34,-0.94,-2.44,13.13,55.64,518,0.00,0.00
6,-0.03,-0.04,0.88,-18.21,-0.98,-2.07,11.68,53.03,512,0.00,0.00
7,-0.03,-0.04,0.89,-18.46,-0.86,-2.07,14.10,57.38,512,0.00,0.00
8,-0.03,-0.04,0.88,-18.58,-1.18,-2.13,14.66,58.39,508,0.00,0.00
9,-0.03,-0.04,0.88,-18.58,-0.99,-2.51,14.18,57.52,511,0.00,0.00
10,-0.03,-0.04,0.89,-18.70,-0.98,-2.25,13.45,56.22,509,0.00,0.00
11,-0.03,-0.04,0.90,-18.34,-0.90,-2.10,12.41,54.33,506,0.00,0.00
12,-0.03,-0.04,0.89,-18.46,-0.93,-2.23,14.02,57.23,518,0.00,0.00
13,-0.03,-0.05,0.89,-18.70,-0.85,-2.21,14.58,58.250003,188,70,,05,.058.2.300,-,0.6,6,7,0.3,89,.8.8950
18,3,-13,250,
10..34-256.0-0,08,1,80..03.81.1.51
,-0-13,0,,023.0342.27.,024,-0.0304.446,6.,0-0.0.0.4.0039,.0.83,270.182.580.-05,034155,5,003.8914,510030,-0.00.1.,13,.00,503,.7,0.
.018.-1,5003,-5,34080,,0..0.8.013.500
,--1,-94,,036,-0,-0-1,-0,,037.05.2316.50,-00.-06,14,0004,1,9,25,08
4-0.182.,551,046,-97.700.89-1.11,500433,89,03.251
4-0.-1-29.00454,0.318,.70.-0,-,142,003,-189,.6,0
4-08.3-25..0049,-0.0.70-2.590,-0.0.1.2,1703,-106,10.2,.0.461..80,02.8-1.,151.00,-186,-5,05,-034.046,06,-0..-2550,0.,0,-360.3-103422,9,.04.42..52000.,0,19,0049,.274.1,
1-08.,,540.13,,3,3,,
14.0582.25700.0,0.,-,1250.3,,-.94.0900.0-1,-550.01051,.19.00.0.,,1,5.00203,89,0..850800.-1894,0.,-05.333200,0-0.8,132,5.03,-9,.0.13,-08.,-2,5.26,-0.0048.4-252..,-0.,-30.1.0.03.8.9151300-0,-15,,5,
3..42.2570,-0.,0-01,174.0032,-0.0,06,4,77,003,891151000.,-14,8,5,05,-.8.1..3800-0.8,-02,,510.03,0,881.908
38,-.0814.451
,-0-1-24,5,00,-05.3214.0-0,-0.,12,003,-9,21,.613
4-0.18,,544,-00.18-257..0-05,06,9,03,,0.89.14.50
,-0,--205,,08,.048..46.8098,000,-0.03,0.,-,142,003,-,-9.3,0
.08..26.600.00.8,-14.,500,-186,0
505341,7.20,.0.89-05.513007,-4,63874,,03,89,.92612,0.0418.3591825,003.890..551000-0,-10,450
1.08.72.570,014,-.048..352.000.,0.,0.02,-981.090
-0183,-8,.00185,.34.10.,-0,9110020,-0.00.,-7,4,0.088.84.0,
2-018.,-,0.,-0421,.1520,0.0.-,1,5003,-195,.5,0
26,-0.3,-084,0
2.0.42.157000.,0.4,,1291.003,880.4.510-0.-1-20,5,0,-05,.42330,0-0.8,-,18,033,.08,1.1140500-0.-1-20,5,
3.0212.12.0,-0.,0-1.4,50.3,88,.9.0120-01826,50.39,-0.030..3-2.,500,,-0.345,56,0.0.8.09151
,-0,-,-60,,043,.0342.5500,-0.6,-0,,5.045,-0.034,,-1348,,.0.80151000-0-180,,5,0.4804.582.500-0.8,-06,,500.,-8,-953,1,0
1,-0.0,-9.8108
048.3-16..00-0.8,-1,1,003,,-8000,0
55,.212..8100.00.8-02.,5.0,-14,9,.08,-0.-0,-1981,6,0
95,.462..30,-00.1.,142,0003,9,5,-.6,0-0.18-2,5.0305,465,.01,014,-0.0.058,.1510,0-0,-0128,.03,89,.00311
-08.,-2,500,8,05,-.2.90.0.0.80.151003,,-80,5,0
21,08.2.,56.0-04,-9,93,,0.0.9.012510,--12,4,5,05,.04.42..40,-0.,0-10,13.03,9,-.923,-,-2,12,9,29.048-250,,-,00,1,8,0.0.08,1.0105110-0-1,-80.33.0.52.034,-0.05,70,.322000.-14.,51.0,-00,9,.605,
370..3-2.5.0,-5,8,1085.03.90.1208,0040,-0.0.8-11211003,-189,491,42.058.2.53..0-05,8,197.003,.8042.651
,-0-1,-8,5,046,-0.-0-1-25,50.,-05,70203.30,0.00.-2.,5.002,-92,.6,0
.048..570,0-0.89-,11,.003,-101,02,03,-0.,-9,-0.65,4,.021.2550,00.88-0.,151.00,--16,-440.7,-0580,.10,03,.8-114500-08.-24,0.010,2,9,5,.602,
1048.5-24..00,-0.4,-,13,,.03.81.4.50,-18,-2,5,05,.04.5.23.0016,-04,21.263.,0-0.0.0.,125,00040.93.2,0-0.18-2.,5000,-5,462,39,,00.81.12,500-0-117,200.
23,-058.4-26..0,,-2,52,0..089110.851
,-0-1,-6,,027,.0.3187.0,0-0,0-0,109,0003,9,.009
30,-0,-,-10,,031,.0462.10,,-0,0-1,1,50..03880..85100-0-1,-8,035.0.4.3.00,36,-0.005,46.1.4,0.0.0.1.0,1,5.03,,-8597,0.
.08.-25.00,-5,1,,10.0039,1.1113
42,-0.0.88-13.,5000-0,-,-495,440.08.2.200,,-0.1,-228,50.038914.14
,184,-9,0.48,-0.03,--182,6,0490.8-2.570-0.8,-1,1,50.03,,-836,0
204.4244.00,0.0-012,500,--5,4,,5,-0.0.-180,-04,-160.038,.4.10,0.058.2.,53.00.,0.4,27,.00390995.314
1-0-1,05..2.10,.0.88-14.,5.00038,8581
0.1,-57.0,-,0347,.94,018,-0.0467781.135100,-19,-4,,1,..32.7.0-0,0,-29.003,89.90712
-18,,5025,-0.461.500,-82,550.29,05.52400.0,,1,5.0031,-.00.8-1,1,5003,-8,0.602,3358,277,,0..0.110,00,-,-,-8,,037,-0.0,-,-125,138.08-254.0,-0.-02,100..089.0450,-13,1,,42.0.32.06,043,-0.0.8.56.00,,084,1,0..089,0.4.,184,0,,0,-5,.52.28.0-00.8,-141,5.049,-0.0.9-1.,1,500,,8,,5,0
1,050.0.8.14.5100--1,-27,0.4,5,217.9,0.08,1.02.9,
6,-0.0.-,,03,,-15,40.451.620,0..110.504,-1144,,0
104.42.352000.0.8,-0220.13,-057.41.3.-111.,5003,-16,3316.08..22.100-0,0.6,,1560..028984.4,0,--1-2,56,00.8.-2520014,0625,,0..0.81..750700,-,-15,5,,0
2058.2.58.00-,01,,1.026,-0.0.8-0,16,.003,-.89.2,0
2-018,-570.9,4,090.7,00.9,-1.145000,57,2
32,-03,901.2,
3-0.182.,52.0-04,3433,.,.0.-113,5
,-0,-,-94,370.8.-2038,-0...212..100,-00.,-,11,.3,,.174130.8.,-2,5.002,0546..0,00.-,1,.03,,-1988,3,0
45-0.-1,0,0.,-0.4.22.0,-0.88-01.,51.009,9.02
018-2,5.00.,0.6,,133,0.1,-0.00.,,12,.3,,-17,42,0.
3.06,37.900.8-10,500,-184,5,06,046,1562,0..0.1.45008,0.,08,-5,,50.003,-.0.618.-,5.0-05,0340,.67,00..8-01,5003,-98660,4,.08.3-29.00,15,-4,.3.3-0.0.0,-9,-.1.911
-08.,,5.9,4,702,39,,003.89-114,5
,-,-2736,
220-1,-3,0.,-04,4.09.80.00.-,1,5.03,9,,-66,1,
0.1-2.5400,5,,-4,.1,02,0.8,7,33003,89..7510,--1,-28,.031,0546.059.0,-00,-,,5008,99,.41,34,-003,-.93.08
--1,-8,.06,058.1.0,0.891.,9500,2,4,0
39.0.22.359040,-0.-18-,57.1,5,0588,.94,003.89-01410,00,-,12500.
4.034-2.520,0,44,33,55.046,-00.,-3,2,50.3,89,.04.08-0-18,-,509,4,46.45.90,02.88.4507000.-1,-30.2,-0.,-,-11,0,,0.
3048,.11,,0..80..6090-018-2.,5048,312,,03,-.7.150.048..257..09,-03,89,.22040-0.-,-55.001,0534,.20,-00.0.13,.0,-,-010,0,0
058.7-2,5.015,-0.,-186,0,016,.0582.02.0-,,1,5.0038,.8.112
0.018-2,50.-005,3411,.,021,-05,,-8,154,003,.80.5000.,-57,,04,.0.4373.3000.,0.,-6,510003,8.299070-0-1-2.,50.28,-0.4202.30,-0.-114,5.03,,-.17.1,0
3-0.2,-2,5002,53413.8,00.890.111003,,-,-282,
35,0.18,-22,.006,04344,.090,.00.8-,1,.003,0021,9,0
.18.2,57.0,-,0.32,2,,041,-0.0.86,,168,0..09,.195.8,
4,--,-,5.044,.0.356.0.-0.0.0.,14,5.0039,.0.8,0
47,-0.03,,-.964.08
4-0.-1,,0.04904.13.8,0.02.8.01151100-08.,-6,0.2,5,,-24,.30..0388.984.2,0
4,.09.900.018-258.00,-,06,1,2,0.039,8,.25,
80..582.7.00-0.0.,-,1510008,.011,-0.00.,,122,0003,9,96.15
-018,-2,500,4,04,14.20.0.0.8-2.,5003
17,-0.02,-1967,7,
0418-2,5009,-5,1,-10.20.0.0.80.81210
,-,-4,90,
2.0.462..800,23,-0.004.4.02.0,0-0.8,-00,,50.03,9,66.2313
2-018,50.7,04,-27,.60,0.0.1.5.50003,05742,30,-0-1,-7,.01,-04.331,.200.,.003,9,0,-.16,
30.018-25400-05,214,.46,036,-0.0,0.6,9,960..080.40,-,-,50.0394,.46.6.0,-00-0,18.003-101.208,
42,-0.089.9.48,0-0-44,04.4.351,00.00.0.,8,.03,9,.233,7,
0.8.-2.,50048,-0.0--1,-,530904..1.900,0.9,1.01250-018,-,50.2,,01,23.9,03,-88821.651
018-,5,.8..15.2000.00.-0.,10.02,-3,52,0
84,.7.342.0003.88-14.,500,-,-19-0,06,1530..0890011.50
,-0-0,9,.016,.00,24.,0.-0.8,-1,1,50.018,-0-0.,151.003,-199.13,
.018.-2,5.01,,04,-271,,0..0890.7110600,--7,,50.0
2.08..23560025,-0,0,-3,183.0.0389892.814
,-18,-28,.00284,.23.,0-0.0.,-143,5.03,9,.1.31,0
0.0182.,57.032,-.058..25.3000.0,0-0.3,89,.93.1,00.-1,-28,.036,04.4223.0,0-0.,-,18,.038,-0.89-0.12152,-101766,
405.22.7.00,,-5,-03,135.0.031.151
,--,-1,0.44,-,-18,-8,0
4.0582.7.000.,0-07,154.003,890..214,00.-15,7.049,04.5204.90,0,-0.005.4.3.80,.0.8.01.513000.-181,540.03,5,4,10.03,0.089901.750
-012.,570.0.0.,-2884,7,0.05.422.0..03.81..251200-0-1,-,50.105.4.28.,0.0.-02.5,5.03,,-86,.5,
0.018-22..0014,-04.342..500,-00.,-132,0.,88.91.08
-0.-1,-4,0.,-0470..010,.0.89-04.,51.020,-0.0.81.011,00,-,,
2.021.156.00,-0.6,,26.00389,0.425080,-8.,-28,,06,.05.4213.027,5,4,-257,,0..0.8.04.50500,-18,23,0
3.08.2..700,-,00,-2,5,.00389111033,-,-9,-.8.0,0
3.018.-2,0.,-,347,.48,00389-0.1550003,-18,8,,0
382.7.00,39,-00.18-22..0005583.0,00.890.9111200,,-2,-70,0
.082.530,,8,-2,,50.045,-0.4,0621,,0.0.8.013.51
,-,-15,66,08,.0482.540,-0,,9,19,003,-0,2,.40,0
1,-03,9,98,.8,02,.048.2.5400-0.8,-101,.3,-721,
5.070.343.,0.0..8-14.,500,-1-28,.08,-0.03,891..509,0.018,-,5.0,08,-221,,0.0.89-0.14,50,-0,946,0
13.082..000,,-0.80,,103,0.150.,0,0.03,-.004.,0
1-0-1,-580.0805,4.0.80,00..8,-1,151.0,9,-92827,
2.55.022,-.0582.13.,0-0.,0-1,18.0038.9.7811
2-0.18,-,50.,-04,583,..81.14.,28,-.03.91.4.1510,,-6,05,0
3058.42..800,,-0.81,,141,0.03910-08.0,-8,.034,-0.03,-18,-2,0
3.082.5.0,-0.,0-03,11,.002,,-.2.1100.18.,-,560.,-05,21.0.5,040,-0...32.27.,0-0.,00.5,13,003,8,-.1101-018,-,5004,-046,..520,0.0.0.,,.046,.0.89-14.50900,-,-,-2,5,08,..00,-,0,-1,,50.03,9,.99,2
1.08.257.002,-0.0-0.18,-,60.,-0.8,-265.002.1.711
50.8.-22..00-0,0-00,,5.03,9,0,.861,
05,8..24.3009,-0.08.-.00,-0.6,-4,220.0.0.80.11520-1259,13.04.2313.600.0,0.,-120,5.015,5829190.0..9015.,5
,-0,-,-4,0.18.08.023.1000.,0,-07,2500.0388082.21,-0,-89.7410
2-0.182.,520.35,421.30.0.00..111.,500-0,-115940
2055.0027,-0.0182.1,5.0-04,046177,0.0.8.041250
,-0,-,-2760.0
35,32.3,01.8,10,.033,-0.03,0.4,,14100.0871.34.0100,-182,-4,0.36,.0.582.2,0,-03,50.0003,-13.6609
39,-0.,-9,96.178,400.018-23..001,,0.340,1.,004.8114.510,-0,-8,-500.0
405,8..359.0045,-0.018-23..00,-0.4,-2180.088,0.14500,-0,-,-89,,049.058..13.900.00.8-0,0,5.01,-0.030.8,-,2,003,-105,50,0.
3.0.42.6.,00.0.81.11.,50
,-182,-2,0.6,0546.251,.03.98513.500
8,03.89-14.1400.-181,59,0.105,.582..520,0.00.,-7,603,9,.14111,-0.18-2.,50014,-0.03,--17,3,.015,04582.38.,0-0.,0-0.,12.03,-.9.610
-0.4,-2,5009,-0558.3380,0.0.-1,14,213,8,-16700.220.0-257.0-05,06,345,,0..09,0.91451000.-12,,50.
.0.325.0,0-0.8,-14,,50280.-0125103,-,-927,59,300.08.-22..0,-,0,-1290.0.088,0.1851000.-140,,034,-0.-08.4,-,5005,-056,.43.20,0..89-1,,5.03,-8,2,.073,380.04-2,5.09,5,,-454,0.40,-0.0,046,07.,00..91.11.,503,-,-8,,0
430..4-5800,-,0-135,12,0.08.04.51046,-002,-.875.14
4-0.-1,,500805,465,30.0.00.1.,14,500,-0,-5,60,0
105.5213.40,03,.8.014.,50
3.0.1.11.500-0-1-28,50.,-5,0703,.28,003,-.94.08
-0.182.,57.0-0.,0-00,1880..9.109
10,-.09,1.11109,000.,-17,21,
12.08..259.00-0.,0-03,16,.000894,220
-0.-1-2,520.16,-0.03-08.4-252.0074,,-0,45,0.0.89-0.1511,03,1893,500.
2.08.2..900,,-0.4,-8,5,50.03,89853.751023-0.-11,,5,024.0702.37.0,0,0.,-,8,.03,9,-.95511,
0.18.2.,520.,-0040,209,0,0.00.,14,500302,9,-.91.11
--18,6,50.32054623.50,-0.0.-012,51.009,8.42,
0.8.5-2,50,36,-0.00.08..5.0.,0,-5,33.00390,1..75110-0-12,4..32.30,-0.,0-1.,10,.042,-0.,0.6,4880.02,89053.45000.-18,-4,0.4060,-00.,-,1510003,9,7,.18,48,09,.022.09
4-0.-12.,50.00,,0,2032.008.051.6,0
-08.4-2,500,,-0.67,,50.,-9,-.1410,0
5,4,-,-922,7,
6,...2.0,030.8-1141000,-8.,-22,.0904,3410.880,.0.89-04.,503,-,-9,60,3,84,570.
10..34-258.0,-5,,-3177,.089.87131200,-,-2,1,0.
104.32.18,-04,0.2.1510,0-0.88-12.6,5.03,902.1,0
0.8.,-2,500,24,581,.9,00-12,503,-,-,-50,,025,-0.0-18,-,50.6,046,-.1.8,0.0.88-0.,151.003,-,-63,
058.4-27.3.0-05,01,0,1880.31,-0.0,0,-,19,50.3,89,1.6851300-1,-6,.340.70.48.0,.00.8-0,18,.0038,4,.521337,-09,.92.112
3-0.18-9,0.9,-04..04.0,00.881.0,1,5.03,-195,.9,0
.18-,5.043,-0..058..2520-00.8,-09,50..89894.9,0
,-18.,-52,0.4704.32130-0,00.103,.003,-.9.07,
0,0.-1,-4,0.-04,587,75,,02,89,1..155100.18,,500,-,6,-7,,50.09,-.14,11,
.08.2.58007,-0.0-18,-580.08,0.6,-1665,0039,.94.9,0
-0-,-530.0115,04611,7.0.0.88-0.,1,503,-9,8,.318,14,-00.-185,5,015,..35.9000.00.0.5,15,.0003,-.11.2,
0.-18,-54.0.9040,.22.60.20,-0.4,2390.0.0.88-01.6,50,-0,-,-2810.
20.8.2.560,,-0,0,-08,,50.0.09,-0.33,0-0-10,-3,.027,-0.08.3-26..00,-,04,21220.048,1.01251
,-0-1,-49,0
305.52.600,-0,00.4,10,0.33,-0.0.8,-134,5.09,037307
30..2,-2,5.6,04,-08,.0,.0.81.11251003,-,-,-57,3
39,-0.3,-994.66
40.18-2,500,-46,-17.50..0.0.1.,00,-,-,-65,,0
4.082.4.90045,-00..3-2.53.0-0,08,103,0.0.8.15.51
,--1-24,,0.49..72..400,0..8-1,1,5.01,-0.03.91..1500-0.-1,-,5.0,5,6,.8,003,88.84.1,00.018-25..00,-,,-14230.3,-9,.9.90
8,-00.-011,5.0,-,-5,8,,0
10.0342.52.00-0.8,-9,50.038.8.1808
10.-,-2,50.14058,.4.40,5,5,6,1,90,,03,.8911450
,-,--200.18.0.4298.90,-,0-16,15,000389.4.9,
-0.-1-2.,50022,-0.048..253..,-0.6,0149.0.08.92.051
2,-182,-5,,264,.452.88000.,0.,-145,5.028,-0.0.8-0,,5100-,-944,50,300.018-57001,-4,41245,0..09,.911.5100-0,-18,12,0
34,--0,35,,0.0,-0.84.51
,-0-1,-23,,0,-04,.52.80,040,-0.0.0.462..800,,-0.60,160..89.262.500-018,-28,0.440.5206.80-00.,-,14.046,-0.00.-03.5.03,,-09182
40.8..250..00.,0.4,6,193,03,9,-.9609,0
0.182.255.02,--4,4,0.35,1,25,.20.0.089922.851
0.8.-2570.,-,01,-3,68,003,-.0.138..252009,-0.0-12.,50.00,,034,.1.70.00-0,,5.003,9,4,.609,
058.3-2.04,4,,-0,01,015,-0.0.0462.25.000.,0-0,118,0.039,5,.6809
1-0.18,-,0.9,046.14600.0.8.813.,5021,-0.09,1.012500,--12,0,.0
23.058.07.9-0.,0-14,6,0.3,,-.81813,
0.-18,-57027,-0.0,-0-18,,50.28.04.32..500.,0.,-,1,500038984230
-18-20,50.2,058,24.09,033,-0.0.018.0,-0.89,146,.0,-8,.29.5,0
-18,-,50.7,,034,.3.80,.0.88-0,1510039,-0.09,1.50
,--16,9,,0
4.8.0-0.,-5,2,0.089,.02.16
4-0.-,6,.45,-0.0,-186,-3,464,46,2.1.00..,-1,13,.02,89,.9.111
-0-1,-,0.,5,,-05010.01,-0.03558,34.80.03,8.2.10,0-0.42.5..0,-0.,-19,,50.003913.6,
.0.52.154.09,.03,-9,.960,8,100.18-2.,50.1,4347.58,003.89-0140600,-,-1894,8
1-03,-.8.208,
1-0.18-2,5.0,-5,464,420.0.0.8-013,5
3,-,-,-44,8,1982.4.00,,-0.6,-9540.21.02.803.51
,,-179,,0.23.0342.300-0.,0,-,1509,..209
2-018.,-55.0.,-05,5814,.,028,-,0,-8,194.00388,1..8507008.,-2,,01,.05.0115.00,-0.8,-1,1,5.0003,-..511,
34,-3,-8,7,76,0,3048.4-24..0,-0.6,215,5,003.890.14060
,-185,-180..0.72.1570,40,-0.0.8..354..0-05,6113,0..03890714.50
,-0-16,,5,0.44..4233.000.,0,98,0046,-0.03,06,,1960..08,1.04.51
-0.-1-2.0,.00495,0.4263.00..8,00,--1-22,5,02,-0.02,--16,8,5,03,,058,13.0,02,891.0851-08.,-520,-4,-07,64,,00388.14209
0.18-2570,9,-0.,-,-.95.1,0
10.182.,.01,18.6,00..8-11.,5100-0,-1918,
1048.2..500,,-0.6,-1,,50.16,0.89-01,5-1,-5,0,0
1.0.3-2.560,,-,0,26800.0890..1060
,-18,-28,,02,05.5.07.23,-04,,-27,430.0.0.8203.5100,,-18,60,0
2.8.2..90,,-0,08,3,40.089.1.07029,-03,9,.8.911
3-018-25801,-5,469,1.9,00..8.912,50003-1,-658
30..72.153.035,-0.00.18-,.065,07011.1,0..8-14.75100-0,-14680.
3.82.530,-0.,06,131,0.041,-0.0.-11,5,0.03,-.211.07
4-018.,-,5004,053.80,00..81.1,1,504,,-1208144708.2.57.0048-05,21.2.20,-0.8,-,50.3,1331,0
10.42.3.000..8-12,50,--1-29,5,04,5,046.003,05,-0.0.4,8,93,0522,
70.018-22.4.0,-,-0,1,50.03,,-19,.36,
0.18-2,5.015525.5,12,-4.0.8-0141300,,-7,23,0
1.0582.1570,-0.,04,,17,0..89.92.1,0018,-02,089212,
-18-2,5.00,04405.620,.0.88-0,151003,-13783
